Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Quitinete;Centro;1;0;0;26;900.0;350.0;19.0
Apartamento;Urca;2;0;0;70;2700.0;715.0;90.0
Quitinete;Laranjeiras;1;0;0;24;1500.0;500.0;0.0
Apartamento;Copacabana;3;2;2;167;4500.0;2500.0;514.0
Apartamento;Flamengo;3;1;0;120;3300.0;1300.0;200.0
Casa;Vargem Pequena;3;1;1;100;2200.0;650.0;0.0
Casa de Condomínio;Barra da Tijuca;4;3;3;370;9500.0;2333.0;1420.0
Apartamento;Ipanema;3;2;1;360;9500.0;1800.0;360.0
Apartamento;Ipanema;2;1;1;112;8000.0;1350.0;0.0
Apartamento;Copacabana;1;0;1;74;2900.0;700.0;183.0
Casa de Condomínio;Taquara;3;2;1;130;2300.0;567.0;0.0
Apartamento;Jardim Guanabara;2;1;0;84;2200.0;600.0;125.0
Apartamento;Barra da Tijuca;2;1;1;70;2700.0;800.0;139.0
Apartamento;Tijuca;2;1;0;73;1680.0;500.0;80.0
Apartamento;Ipanema;1;0;0;42;2800.0;775.0;173.0
Apartamento;Barra da Tijuca;4;3;4;250;8000.0;3300.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;3;180;2800.0;950.0;419.0
Apartamento;Tijuca;3;1;0;90;2000.0;620.0;56.0
Apartamento;Recreio dos Bandeirantes;3;2;3;90;1950.0;660.0;0.0
Apartamento;Barra da Tijuca;3;2;1;170;5000.0;1228.0;435.0
Quitinete;Glória;1;0;0;26;1000.0;360.0;0.0
Casa;Engenho Novo;3;1;1;146;2200.0;0.0;103.0
Apartamento;Lagoa;3;1;1;115;6000.0;1200.0;308.0
Apartamento;Barra da Tijuca;4;3;3;170;12000.0;1215.0;310.0
Apartamento;Barra da Tijuca;2;1;0;60;2500.0;600.0;200.0
Apartamento;Leblon;3;2;1;200;7500.0;3300.0;640.0
Apartamento;Recreio dos Bandeirantes;3;1;2;90;1100.0;1100.0;0.0
Apartamento;Riachuelo;2;1;1;60;1300.0;350.0;78.0
Apartamento;Tijuca;2;1;0;84;1800.0;501.0;0.0
Apartamento;Tijuca;3;1;1;90;2000.0;887.0;123.0
Quitinete;Copacabana;1;0;0;27;1500.0;400.0;0.0
Apartamento;Copacabana;3;1;0;182;4500.0;1500.0;0.0
Apartamento;Copacabana;2;1;1;78;3500.0;725.0;110.0
Apartamento;Barra da Tijuca;3;1;1;85;2400.0;980.0;256.0
Apartamento;Barra da Tijuca;2;1;1;60;3200.0;1190.0;2130.0
Apartamento;Barra da Tijuca;4;2;1;140;5200.0;1250.0;650.0
Casa;Laranjeiras;6;2;6;333;20000.0;0.0;697.0
Apartamento;Campo Grande;2;0;0;50;650.0;345.0;0.0
Casa de Condomínio;Barra da Tijuca;4;0;2;288;12000.0;510.0;4910.0
Apartamento;Méier;3;1;0;73;1700.0;894.0;20.0
Apartamento;Jardim Botânico;3;2;2;260;5850.0;1937.0;553.0
Apartamento;Bonsucesso;2;0;0;75;1200.0;330.0;265.0
Apartamento;Tijuca;3;2;1;118;2400.0;970.0;0.0
Apartamento;Copacabana;2;0;0;80;2650.0;504.0;0.0
Quitinete;Copacabana;0;0;0;35;1300.0;400.0;0.0
Apartamento;Olaria;2;1;0;80;1400.0;350.0;0.0
Casa de Condomínio;Barra da Tijuca;5;2;2;400;14000.0;2500.0;0.0
Apartamento;Centro;1;0;0;32;900.0;342.0;24.0
Apartamento;Leblon;3;1;1;135;9000.0;1220.0;430.0
Apartamento;Recreio dos Bandeirantes;4;2;2;120;2100.0;1200.0;238.0
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;0.0
Casa de Condomínio;Catete;5;0;2;250;15000.0;0.0;0.0
Apartamento;Ipanema;3;1;1;140;7900.0;2900.0;501.0
Apartamento;Copacabana;3;1;1;135;4500.0;1636.0;260.0
Apartamento;Barra da Tijuca;3;1;1;75;2200.0;825.0;93.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;67;1300.0;575.0;40.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;84;1100.0;1004.0;782.0
Apartamento;Botafogo;2;1;2;85;4230.0;1140.0;202.0
Apartamento;Leme;3;0;0;130;4950.0;1000.0;1.0
Apartamento;Bonsucesso;2;1;0;55;1000.0;250.0;0.0
Casa;Praça Seca;1;1;0;30;800.0;40.0;0.0
Apartamento;Barra da Tijuca;4;3;2;178;6000.0;1950.0;350.0
Apartamento;Pechincha;2;1;1;83;1200.0;570.0;78.0
Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0
Apartamento;Copacabana;2;1;1;120;3800.0;900.0;49.0
Apartamento;Barra da Tijuca;1;1;0;50;2000.0;1298.0;0.0
Apartamento;Copacabana;3;0;0;147;2700.0;925.0;284.0
Apartamento;Madureira;3;0;0;65;1350.0;300.0;0.0
Apartamento;Campo Grande;3;1;1;120;1600.0;860.0;0.0
Apartamento;Península;4;2;4;220;6500.0;2800.0;530.0
Apartamento;Tijuca;2;1;1;66;1800.0;800.0;100.0
Apartamento;Barra da Tijuca;2;2;1;111;6000.0;3400.0;700.0
Apartamento;Centro;2;0;0;62;2500.0;530.0;0.0
Casa;Gávea;3;2;3;450;25000.0;0.0;400.0
Apartamento;Bonsucesso;2;0;0;70;950.0;465.0;0.0
Apartamento;Laranjeiras;2;1;1;88;5000.0;1060.0;160.0
Casa de Condomínio;Itanhangá;4;1;1;439;8500.0;1350.0;914.0
Apartamento;Barra da Tijuca;4;4;1;348;25000.0;3700.0;1950.0
Apartamento;Recreio dos Bandeirantes;3;3;2;200;2700.0;1692.0;0.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;56;1600.0;622.0;707.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;900.0;319.0;14.0
Apartamento;São Conrado;4;2;1;166;6000.0;2300.0;550.0
Apartamento;Flamengo;1;0;0;36;1900.0;430.0;55.0
Apartamento;Leblon;1;1;1;81;4500.0;1717.0;363.0
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;0.0
Apartamento;Santa Teresa;1;0;0;60;1700.0;260.0;0.0
Apartamento;Tijuca;3;2;0;82;2600.0;780.0;0.0
Apartamento;Copacabana;2;0;0;70;2400.0;669.0;112.0
Apartamento;Glória;2;0;0;80;1900.0;700.0;79.0
Apartamento;Copacabana;3;1;1;200;4500.0;1700.0;420.0
Quitinete;Copacabana;1;0;0;26;1100.0;607.0;225.0
Apartamento;Copacabana;1;0;0;60;2450.0;730.0;27.0
Apartamento;Barra da Tijuca;3;2;2;212;5500.0;1200.0;670.0
Apartamento;Ipanema;3;1;1;112;6800.0;1450.0;380.0
Apartamento;Laranjeiras;3;1;0;88;3000.0;1100.0;139.0
Apartamento;Ipanema;4;1;1;180;10000.0;2400.0;0.0
Apartamento;Ipanema;2;2;2;90;12000.0;3900.0;0.0
Apartamento;Cachambi;2;1;0;60;1300.0;440.0;0.0
Apartamento;Leblon;4;2;2;200;16000.0;2300.0;815.0
Apartamento;Copacabana;3;2;1;139;3900.0;1470.0;230.0
Quitinete;Botafogo;1;0;0;20;1200.0;481.0;0.0
Apartamento;Tijuca;2;0;0;75;1300.0;461.0;62.0
Apartamento;Recreio dos Bandeirantes;3;2;1;106;2100.0;405.0;0.0
Casa;Rio Comprido;3;0;0;40;1500.0;150.0;0.0
Apartamento;Leblon;3;2;1;140;6400.0;3274.0;741.0
Apartamento;Leblon;3;3;1;200;12000.0;3000.0;600.0
Apartamento;Vila Isabel;3;0;0;72;1900.0;320.0;67.0
Apartamento;Barra da Tijuca;2;1;0;51;1300.0;460.0;40.0
Apartamento;Flamengo;2;1;1;90;3500.0;1006.0;195.0
Apartamento;Copacabana;4;1;0;141;4500.0;1139.0;378.0
Apartamento;Leblon;3;2;3;170;7000.0;3230.0;10.0
Apartamento;São Cristóvão;2;1;1;64;1900.0;430.0;69.0
Apartamento;Recreio dos Bandeirantes;3;2;1;113;2400.0;522.0;2706.0
Apartamento;Lagoa;3;2;1;125;5000.0;1698.0;357.0
Apartamento;Copacabana;1;0;0;21;1100.0;405.0;0.0
Apartamento;Copacabana;1;0;0;46;1500.0;580.0;100.0
Apartamento;Ipanema;2;1;0;75;3200.0;1200.0;117.0
Apartamento;Ipanema;3;3;1;300;22000.0;4000.0;2000.0
Apartamento;Barra da Tijuca;3;2;3;115;3700.0;1500.0;300.0
Apartamento;Recreio dos Bandeirantes;2;2;1;85;2000.0;650.0;0.0
Apartamento;Lagoa;2;1;1;86;6700.0;650.0;0.0
Apartamento;Ipanema;2;0;0;72;4199.0;415.0;120.0
Apartamento;Ipanema;3;2;2;280;16000.0;3100.0;694.0
Apartamento;Copacabana;1;0;1;34;2000.0;480.0;0.0
Apartamento;Barra da Tijuca;1;1;1;62;1500.0;1080.0;261.0
Casa de Vila;Freguesia (Ilha do Governador);3;1;1;110;2300.0;0.0;130.0
Apartamento;Jardim Botânico;4;2;2;241;8000.0;2203.0;997.0
Apartamento;Laranjeiras;2;0;0;70;2300.0;530.0;95.0
Casa de Condomínio;Recreio dos Bandeirantes;5;0;4;450;12000.0;1420.0;12524.0
Apartamento;Ipanema;2;1;0;81;4000.0;1070.0;214.0
Apartamento;Barra da Tijuca;5;4;4;404;20000.0;3700.0;950.0
Apartamento;Barra da Tijuca;5;4;4;341;11000.0;3700.0;0.0
Apartamento;Barra da Tijuca;4;2;3;235;8000.0;2700.0;415.0
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1300.0;780.0;0.0
Apartamento;Botafogo;3;1;1;100;4500.0;1600.0;249.0
Apartamento;Lagoa;3;1;1;140;4100.0;1593.0;0.0
Quitinete;Largo do Machado;1;0;0;26;1300.0;407.0;26.0
Apartamento;Engenho Novo;2;0;0;54;800.0;340.0;0.0
Apartamento;Leblon;2;1;0;75;3500.0;1100.0;153.0
Apartamento;Campo Grande;2;1;0;50;900.0;305.0;0.0
Apartamento;Flamengo;1;0;0;32;1400.0;650.0;30.0
Quitinete;Centro;0;0;0;20;700.0;349.0;25.0
Apartamento;Barra da Tijuca;3;2;3;110;3000.0;1754.0;232.0
Apartamento;Copacabana;4;2;1;410;16000.0;2300.0;1247.0
Apartamento;São Conrado;2;2;1;85;4000.0;2200.0;180.0
Apartamento;Botafogo;1;1;0;45;2200.0;561.0;55.0
Apartamento;Lagoa;2;1;0;69;3100.0;627.0;235.0
Apartamento;Tijuca;3;1;1;108;1800.0;700.0;144.0
Casa de Vila;Itanhangá;4;2;2;900;10000.0;1650.0;1520.0
Apartamento;Centro;2;0;0;60;3000.0;550.0;70.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;110;2350.0;962.0;145.0
Apartamento;Riachuelo;2;1;0;68;700.0;550.0;0.0
Casa;Campo Grande;2;1;0;80;1000.0;0.0;0.0
Apartamento;Leblon;3;1;2;180;16000.0;2330.0;593.0
Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300.0;400.0
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1700.0;784.0;204.0
Apartamento;Laranjeiras;3;1;0;114;3000.0;1200.0;0.0
Apartamento;Flamengo;1;0;0;23;800.0;480.0;29.0
Casa;Gávea;6;3;6;790;30000.0;900.0;1532.0
Apartamento;Flamengo;1;0;0;35;1800.0;418.0;25.0
Apartamento;Península;4;3;4;220;11000.0;2927.0;611.0
Apartamento;Tijuca;3;0;0;100;2600.0;620.0;130.0
Apartamento;Flamengo;3;0;0;97;3500.0;800.0;1800.0
Apartamento;Flamengo;1;0;1;30;1200.0;467.0;250.0
Apartamento;Laranjeiras;2;1;0;87;2900.0;832.0;128.0
Apartamento;Copacabana;4;1;2;266;10500.0;2384.0;710.0
Apartamento;Vila Isabel;2;0;0;58;1300.0;480.0;0.0
Apartamento;Flamengo;1;1;0;45;2200.0;620.0;240.0
Apartamento;Leblon;2;2;1;96;6500.0;1550.0;3600.0
Apartamento;Taquara;2;1;0;50;850.0;170.0;0.0
Apartamento;Vargem Grande;2;1;1;124;2100.0;431.0;117.0
Apartamento;Ipanema;2;2;1;85;14000.0;4200.0;425.0
Apartamento;Copacabana;2;0;0;58;2200.0;470.0;70.0
Apartamento;Ipanema;2;1;1;75;5000.0;900.0;200.0
Apartamento;Tijuca;4;2;1;209;3800.0;1600.0;0.0
Apartamento;Copacabana;1;0;0;43;1600.0;549.0;75.0
Apartamento;Barra da Tijuca;2;1;0;70;1500.0;1300.0;158.0
Quitinete;Centro;0;0;0;26;700.0;730.0;120.0
Apartamento;Ipanema;3;2;1;140;5500.0;2500.0;0.0
Apartamento;Centro;1;0;0;71;1800.0;400.0;66.0
Apartamento;Pechincha;2;1;1;82;1300.0;580.0;70.0
Apartamento;Anil;3;0;0;56;850.0;477.0;0.0
Apartamento;Copacabana;2;1;1;115;4000.0;1613.0;88.0
Quitinete;Centro;1;0;0;30;400.0;615.0;25.0
Quitinete;Ipanema;1;0;0;30;3500.0;600.0;120.0
Apartamento;Taquara;2;1;0;53;850.0;420.0;13.0
Apartamento;Barra da Tijuca;4;2;1;140;2700.0;2300.0;0.0
Apartamento;Tijuca;2;2;1;80;2100.0;750.0;100.0
Apartamento;Barra da Tijuca;3;2;3;164;7000.0;2300.0;350.0
Apartamento;Ipanema;2;1;1;140;6000.0;1200.0;366.0
Apartamento;Copacabana;1;0;0;48;2000.0;558.0;29.0
Quitinete;Copacabana;0;0;0;35;1100.0;450.0;0.0
Apartamento;Copacabana;1;0;0;23;1400.0;631.0;62.0
Apartamento;Urca;2;0;0;75;2500.0;600.0;0.0
Apartamento;Jardim Botânico;2;1;2;80;4000.0;1727.0;233.0
Quitinete;Copacabana;1;0;0;40;1700.0;550.0;69.0
Apartamento;Centro;1;0;0;47;1840.0;418.0;24.0
Apartamento;Copacabana;4;2;2;389;12400.0;4133.0;1153.0
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2200.0;830.0;82.0
Casa;Piedade;2;0;0;50;1200.0;0.0;0.0
Apartamento;Recreio dos Bandeirantes;2;1;1;90;3000.0;600.0;0.0
Casa de Condomínio;Barra da Tijuca;4;4;4;622;10000.0;1380.0;1486.0
Casa de Condomínio;Recreio dos Bandeirantes;5;3;5;350;6000.0;495.0;296.0
Apartamento;Copacabana;2;0;0;90;3300.0;700.0;85.0
Apartamento;Copacabana;3;1;0;125;3300.0;1256.0;0.0
Apartamento;Barra da Tijuca;4;3;1;313;6000.0;2030.0;911.0
Apartamento;Barra da Tijuca;2;0;2;120;4000.0;2500.0;0.0
Apartamento;Grajaú;3;2;1;135;2000.0;850.0;150.0
Apartamento;Recreio dos Bandeirantes;2;2;1;85;1600.0;630.0;180.0
Apartamento;Barra da Tijuca;3;2;0;130;5000.0;2350.0;0.0
Casa;Curicica;3;1;2;15;7077.0;0.0;0.0
Apartamento;Copacabana;4;2;2;389;12400.0;3825.0;1153.0
Apartamento;Humaitá;3;2;1;167;2900.0;2300.0;390.0
Apartamento;Laranjeiras;2;2;0;81;2500.0;1260.0;0.0
Apartamento;Méier;3;1;0;90;1700.0;880.0;100.0
Apartamento;Barra da Tijuca;3;2;1;159;8500.0;900.0;600.0
Apartamento;Leblon;3;2;2;140;23000.0;2800.0;500.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;60;900.0;550.0;15.0
Quitinete;Pechincha;1;0;0;30;500.0;0.0;0.0
Apartamento;Santa Teresa;4;1;2;250;10000.0;2500.0;250.0
Casa de Vila;Tijuca;3;1;3;140;3990.0;90.0;225.0
Apartamento;Barra da Tijuca;4;3;1;150;4000.0;1500.0;1780.0
Apartamento;Ipanema;2;1;1;70;7000.0;4236.0;567.0
Apartamento;Pechincha;2;1;1;68;1500.0;670.0;82.0
Apartamento;Copacabana;4;1;0;155;5000.0;1500.0;228.0
Casa de Condomínio;Barra da Tijuca;5;5;5;617;13000.0;1450.0;1641.0
Apartamento;Campo Grande;1;1;0;48;650.0;250.0;12.0
Casa de Condomínio;Taquara;3;1;0;92;1900.0;700.0;700.0
Apartamento;Barra da Tijuca;4;3;4;280;20000.0;5608.0;1070.0
Casa de Condomínio;Freguesia (Jacarepaguá);3;3;1;213;2700.0;510.0;221.0
Apartamento;Lagoa;3;1;0;90;3800.0;1177.0;0.0
Apartamento;Barra da Tijuca;2;1;1;80;2750.0;1178.0;306.0
Apartamento;Tijuca;2;0;0;75;2000.0;715.0;0.0
Apartamento;Ipanema;1;1;0;55;2600.0;648.0;126.0
Apartamento;Grajaú;2;0;0;70;1500.0;879.0;0.0
Casa de Condomínio;Barra da Tijuca;4;4;4;610;16500.0;1000.0;16964.0
Apartamento;Vila Isabel;2;1;0;74;1300.0;720.0;73.0
Casa de Condomínio;Barra da Tijuca;4;2;4;550;16000.0;2100.0;2000.0
Apartamento;Ipanema;3;3;1;210;21000.0;4000.0;1800.0
Apartamento;Recreio dos Bandeirantes;3;2;1;87;1700.0;577.0;157.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;62;1500.0;631.0;0.0
Quitinete;Centro;1;0;0;25;800.0;330.0;25.0
Apartamento;Jacarepaguá;2;1;1;98;2200.0;1390.0;0.0
Apartamento;Barra da Tijuca;1;1;1;65;2800.0;1100.0;150.0
Apartamento;Barra da Tijuca;1;2;1;107;7000.0;2200.0;0.0
Apartamento;Grajaú;2;1;1;70;1600.0;710.0;91.0
Apartamento;Laranjeiras;2;1;1;85;3300.0;1049.0;110.0
Apartamento;Gávea;3;2;1;130;5000.0;720.0;300.0
Apartamento;Ipanema;3;3;3;227;19000.0;3675.0;980.0
Casa;Recreio dos Bandeirantes;4;3;3;226;3500.0;1400.0;0.0
Apartamento;Copacabana;3;0;1;90;3000.0;610.0;185.0
Apartamento;Gávea;2;1;1;86;2990.0;528.0;241.0
Apartamento;Grajaú;2;1;1;80;1300.0;900.0;0.0
Apartamento;Copacabana;3;0;0;120;2500.0;600.0;0.0
Apartamento;Curicica;2;0;0;55;1200.0;347.0;0.0
Apartamento;Leblon;2;1;1;72;4200.0;1298.0;0.0
Apartamento;Recreio dos Bandeirantes;3;3;1;90;2000.0;484.0;179.0
Apartamento;Leme;1;0;1;50;2300.0;891.0;68.0
Apartamento;Campo Grande;2;1;0;55;500.0;360.0;0.0
Apartamento;Alto da Boa Vista;3;1;1;130;1600.0;720.0;128.0
Apartamento;Barra da Tijuca;1;1;1;68;4000.0;1002.0;1400.0
Apartamento;Barra da Tijuca;3;3;3;140;5500.0;950.0;746.0
Apartamento;Engenho Novo;2;1;0;115;950.0;850.0;125.0
Apartamento;Lagoa;3;2;1;110;5500.0;1600.0;516.0
Apartamento;Flamengo;1;0;0;50;1600.0;680.0;73.0
Apartamento;São Conrado;4;2;1;200;9000.0;2200.0;4900.0
Apartamento;Ipanema;3;1;1;200;9000.0;1705.0;0.0
Apartamento;Flamengo;1;0;0;52;1400.0;609.0;101.0
Apartamento;Recreio dos Bandeirantes;3;2;1;95;1700.0;512.0;130.0
Apartamento;Barra da Tijuca;3;3;2;130;6500.0;2810.0;808.0
Apartamento;Gávea;2;1;0;80;3500.0;984.0;0.0
Apartamento;Leblon;2;1;1;115;3500.0;1380.0;0.0
Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300.0;400.0
Apartamento;Vila Isabel;2;1;0;75;2000.0;500.0;120.0
Apartamento;Barra da Tijuca;2;1;1;80;2250.0;1150.0;138.0
Apartamento;Botafogo;1;1;1;85;2700.0;832.0;210.0
Apartamento;Copacabana;1;0;0;42;1700.0;506.0;58.0
Apartamento;Grajaú;2;1;0;63;1000.0;730.0;120.0
Apartamento;Leblon;3;1;1;190;11900.0;3000.0;0.0
Apartamento;Méier;2;0;0;75;1100.0;300.0;16.0
Apartamento;Copacabana;2;0;0;40;2600.0;800.0;24.0
Apartamento;Barra da Tijuca;3;2;1;115;2800.0;1800.0;250.0
Apartamento;Botafogo;1;0;0;50;1650.0;450.0;0.0
Apartamento;Laranjeiras;1;1;0;59;1900.0;695.0;45.0
Apartamento;Leblon;2;1;2;145;25000.0;2800.0;500.0
Casa de Condomínio;Barra da Tijuca;7;6;6;1350;30000.0;0.0;0.0
Casa de Vila;Magalhães Bastos;1;0;0;20;380.0;0.0;0.0
Apartamento;Barra da Tijuca;1;1;0;68;1700.0;1600.0;0.0
Apartamento;Tijuca;2;0;1;110;2000.0;450.0;128.0
Apartamento;Botafogo;2;1;1;85;2600.0;1400.0;1400.0
Apartamento;São Conrado;3;3;3;230;11000.0;2500.0;1400.0
Apartamento;Vila Isabel;2;1;0;68;2000.0;800.0;130.0
Apartamento;Barra da Tijuca;3;2;1;120;5450.0;1500.0;380.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;85;2000.0;700.0;0.0
Apartamento;Copacabana;1;0;0;39;1800.0;490.0;71.0
Apartamento;Leblon;3;2;1;130;6900.0;2300.0;390.0
Apartamento;Barra da Tijuca;3;1;1;78;1950.0;595.0;119.0
Apartamento;Tijuca;3;1;1;125;2200.0;1092.0;148.0
Apartamento;Centro;1;0;0;28;900.0;370.0;20.0
Apartamento;Copacabana;3;1;1;130;4000.0;1500.0;200.0
Apartamento;Méier;3;1;0;62;1080.0;529.0;16.0
Apartamento;São Conrado;3;3;3;250;12000.0;2800.0;120.0
Apartamento;São Conrado;5;2;1;207;5000.0;2250.0;0.0
Apartamento;Copacabana;2;0;0;50;2300.0;680.0;71.0
Apartamento;São Conrado;4;2;1;365;15000.0;2200.0;700.0
Apartamento;Barra da Tijuca;3;3;3;204;15600.0;2500.0;6000.0
Apartamento;Catete;1;0;0;38;1700.0;582.0;24.0
Casa de Vila;Madureira;1;0;0;40;600.0;0.0;0.0
Apartamento;Grajaú;2;0;0;65;1300.0;533.0;38.0
Apartamento;Méier;3;0;0;80;1500.0;300.0;17.0
Apartamento;Barra da Tijuca;2;2;1;105;4500.0;2200.0;500.0
Apartamento;Recreio dos Bandeirantes;2;2;1;63;1300.0;985.0;0.0
Apartamento;Copacabana;2;0;0;73;2700.0;643.0;162.0
Apartamento;Botafogo;3;1;1;103;5700.0;1400.0;276.0
Apartamento;Centro;1;0;0;37;940.0;385.0;24.0
Apartamento;Irajá;2;0;0;66;1100.0;200.0;0.0
Casa;Vila Isabel;2;0;0;40;1300.0;0.0;0.0
Apartamento;Barra da Tijuca;4;2;1;164;3800.0;2300.0;350.0
Quitinete;Copacabana;1;0;0;30;1650.0;500.0;30.0
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;270;6000.0;850.0;600.0
Apartamento;Botafogo;3;1;1;108;3650.0;890.0;200.0
Casa;Botafogo;4;5;0;600;22000.0;0.0;3142.0
Apartamento;Botafogo;2;1;1;85;2750.0;740.0;136.0
Apartamento;Copacabana;3;0;1;120;3600.0;1400.0;298.0
Apartamento;Barra da Tijuca;4;3;4;236;11500.0;4878.0;998.0
Quitinete;Centro;1;0;0;31;750.0;350.0;24.0
Casa;Praça da Bandeira;3;0;0;50;1800.0;0.0;24.0
Apartamento;Vila Isabel;3;2;1;90;1600.0;1106.0;105.0
Apartamento;Leblon;4;2;2;250;12000.0;2700.0;400.0
Apartamento;Urca;1;0;0;48;2900.0;648.0;26.0
Apartamento;Copacabana;3;1;1;200;6000.0;1950.0;525.0
Apartamento;Leblon;4;2;2;300;19000.0;3360.0;1668.0
Apartamento;Copacabana;3;1;1;200;8000.0;2000.0;0.0
Apartamento;Penha Circular;3;0;0;67;900.0;250.0;0.0
Apartamento;Barra da Tijuca;2;2;1;100;5500.0;2200.0;300.0
Casa de Condomínio;Pechincha;2;1;1;70;1350.0;360.0;325.0
Apartamento;Ipanema;1;0;0;70;2600.0;920.0;0.0
Apartamento;Lagoa;3;1;1;152;6500.0;1800.0;0.0
Apartamento;Vargem Grande;2;1;1;70;1500.0;500.0;0.0
Apartamento;Botafogo;3;1;1;110;5950.0;1390.0;274.0
Apartamento;Tijuca;2;1;0;68;1600.0;589.0;0.0
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0
Apartamento;Leblon;4;3;1;170;9000.0;3100.0;589.0
Apartamento;Laranjeiras;2;1;1;65;2500.0;1300.0;130.0
Apartamento;Leblon;1;1;0;55;5250.0;2000.0;0.0
Apartamento;Curicica;2;1;0;47;1100.0;500.0;50.0
Apartamento;Jardim Oceânico;3;3;1;337;5900.0;2166.0;1073.0
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2400.0;600.0;250.0
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;700.0;120.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1100.0;485.0;36.0
Apartamento;Recreio dos Bandeirantes;3;3;3;187;4200.0;766.0;445.0
Apartamento;Copacabana;3;1;2;230;7000.0;2890.0;550.0
Casa de Condomínio;Freguesia (Jacarepaguá);3;3;2;165;3200.0;150.0;760.0
Apartamento;São Conrado;3;3;2;192;5500.0;3827.0;1398.0
Apartamento;Leblon;2;1;0;82;3500.0;1120.0;389.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;55;1200.0;550.0;110.0
Apartamento;Curicica;2;1;0;55;1500.0;430.0;130.0
Apartamento;Catete;1;1;0;58;1900.0;700.0;117.0
Apartamento;Tijuca;3;0;1;104;1800.0;750.0;150.0
Apartamento;Leblon;3;1;0;98;4000.0;1243.0;174.0
Apartamento;Pechincha;2;1;1;54;1100.0;545.0;36.0
Apartamento;Engenho de Dentro;2;1;0;66;1200.0;410.0;0.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;70;3000.0;720.0;135.0
Apartamento;Maracanã;2;1;0;63;1800.0;1000.0;23.0
Apartamento;Freguesia (Jacarepaguá);2;2;1;150;550000.0;850.0;150.0
Apartamento;Tijuca;3;0;0;100;1800.0;200.0;0.0
Apartamento;Botafogo;3;2;1;102;3000.0;1300.0;276.0
Apartamento;Humaitá;2;0;0;70;2400.0;710.0;123.0
Apartamento;Lagoa;2;1;1;85;5500.0;1670.0;387.0
Apartamento;Ipanema;2;0;0;76;3000.0;545.0;162.0
Apartamento;Copacabana;1;0;0;55;2200.0;510.0;20.0
Apartamento;Barra da Tijuca;3;3;3;304;18000.0;3200.0;13780.0
Apartamento;Pechincha;2;1;0;59;900.0;457.0;151.0
Quitinete;Laranjeiras;1;0;0;25;1200.0;400.0;29.0
Apartamento;Laranjeiras;2;0;0;78;3000.0;502.0;0.0
Casa;Pechincha;3;1;3;77;2500.0;0.0;0.0
Apartamento;Leme;2;0;2;70;6000.0;1200.0;230.0
Apartamento;Barra da Tijuca;3;1;1;82;1700.0;760.0;1520.0
Apartamento;Copacabana;4;1;2;330;19700.0;1656.0;711.0
Apartamento;Barra da Tijuca;2;1;1;70;3300.0;1350.0;0.0
Apartamento;Campo Grande;2;0;1;53;1100.0;375.0;0.0
Quitinete;Copacabana;1;0;0;35;1200.0;0.0;48.0
Apartamento;Recreio dos Bandeirantes;2;1;0;70;2200.0;700.0;0.0
Apartamento;Tijuca;3;1;1;76;2400.0;850.0;37.0
Apartamento;Jacarepaguá;3;2;2;93;1800.0;825.0;192.0
Apartamento;Copacabana;3;1;0;189;8499.0;1600.0;520.0
Casa de Vila;Praça Seca;3;4;1;268;2000.0;30.0;1500.0
Apartamento;Ipanema;2;1;1;95;5800.0;1250.0;200.0
Apartamento;Recreio dos Bandeirantes;3;4;3;370;4200.0;1010.0;990.0
Apartamento;Leblon;4;2;1;250;35000.0;2500.0;1800.0
Apartamento;Barra da Tijuca;6;4;4;460;9000.0;2360.0;1800.0
Apartamento;Tijuca;1;0;0;35;1000.0;300.0;50.0
Apartamento;Freguesia (Jacarepaguá);3;1;0;90;1900.0;600.0;90.0
Apartamento;Lagoa;3;0;1;105;4200.0;1244.0;290.0
Casa;Freguesia (Jacarepaguá);3;2;2;400;7800.0;0.0;300.0
Apartamento;Jabour;2;1;0;71;780.0;470.0;0.0
Apartamento;Copacabana;3;0;0;120;2500.0;1050.0;200.0
